moduleCode,title,semesters 
MA3209,Metric and Topological Spaces,[1]
MA3210,Mathematical Analysis II,[1]
MA3211,Complex Analysis I,[2]
MA3211S,Complex Analysis I (S),[2]
MA3220,Ordinary Differential Equations,[1]
MA3227,Numerical Analysis II,[2]
MA3233,Combinatorics and Graphs II,[2]
MA3236,Non-Linear Programming,[1]
MA3238,Stochastic Processes I,[2]
MA3252,Linear and Network Optimisation,[2]
MA3259,Mathematical Methods in Genomics,[1]
MA3264,Mathematical Modelling,[1]
MA3265,Introduction to Number Theory,[2]
MA3269,Mathematical Finance I,[1]
MA3288,Advanced UROPS in Mathematics I,"[1, 2, 3, 4]"
MA3289,Advanced UROPS in Mathematics II,"[1, 2, 3, 4]"
MA3310,FOS Undergraduate Professional Internship Programme 2ST,"[1, 2, 3, 4]"
MA3311,Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
MA3312,Enhanced Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
MA4199,Honours Project in Mathematics,"[1, 2]"
MA4203,Galois Theory,[1]
MA4207,Mathematical Logic,[2]
MA4221,Partial Differential Equations,[2]
MA4229,Fourier Analysis and Approximation,[2]
MA4230,Matrix Computation,[1]
MA4233,Dynamical Systems,[2]
MA4235,Topics in Graph Theory,[1]
MA4251,Stochastic Processes II,[2]
MA4254,Discrete Optimization,[1]
MA4255,Numerical Methods in Differential Equations,[2]
MA4260,Stochastic Operations Research,[2]
MA4261,Coding and Cryptography,[2]
MA4262,Measure and Integration,[1]
MA4264,Game Theory,[2]
MA4268,Mathematics for Visual Data Processing,[2]
MA4270,Data Modelling and Computation,[1]
MA4273,Algebraic Geometry of Curves and Surfaces,[2]
MA5198,Graduate Seminar Module in Mathematics,"[1, 2]"
MA5202,Number Theory,[2]
MA5203,Graduate Algebra I,[1]
MA5204,Graduate Algebra IIA,[2]
MA5205,Graduate Analysis I,[1]
MA5210,Differentiable Manifolds,[1]
MA5211,Lie Theory,[1]
MA5213,Advanced Partial Differential Equations,[2]
MA5217,Graduate Complex Analysis,[1]
MA5219,Logic and Foundation of Mathematics I,[1]
MA5232,Modeling and Numerical Simulations,[2]
MA5233,Computational Mathematics,[1]
MA5235,Advanced Graph Theory,[2]
MA5243,Advanced Mathematical Programming,[1]
MA5248,Stochastic Analysis in Mathematical Finance,[1]
MA5249,Stochastic Processes and Algorithms,[1]
MA5251,Spectral Methods and Applications,[2]
MA5252,Methods of Applied Mathematics,[1]
MA5260,Probability Theory II,[2]
MA5295,Dissertation For Msc By Coursework,"[1, 2]"
MA5401,Graduate Internship in Mathematics I,"[1, 2, 3, 4]"
MA5402,Graduate Internship in Mathematics II,"[1, 2, 3, 4]"
MB5101,The Cell as a Machine,"[1, 2]"
MB5102,Topics in Mechanobiology,[2]
MB5103,Research Seminars in Mechanobiology,"[1, 2]"
MB5104,Integrative Approach To Understand Cell Functions,"[1, 2, 3]"
MB5105,Microfabrication for Biologists,[2]
MCI5001,Clinical Epidemiology I,[1]
MCI5006,Clinical Epidemiology and Biostatistics Ii,[2]
MCI5007,Scientific Writing,[2]
MCI5008,Research Project,"[1, 2]"
MCI5009,Health Services Research Methods for Clinicians,[2]
MDG5102,Techniques in Biomedical Research,[2]
MDG5108,Biostatistics For Basic Research,"[1, 2]"
MDG5204,Advanced Topics in Pharmacology,[1]
MDG5205,Neuroscience,[2]
MDG5214,Research Skills,[1]
MDG5215,Healthcare Law & Ethics,[1]
MDG5216,Applied Ethics in Public Health and Healthcare Policy,[2]
MDG5218,Biochemical and genetic approaches to understanding cell biology,"[1, 2]"
MDG5221,Viral vectors for manipulating gene expression,[1]
MDG5222,Cardiovascular and Metabolic Diseases,[2]
MDG5223,Stem Cells and Regenerative Medicine,[1]
MDG5224,Animal Models of Human Diseases,[2]
MDG5226,Antimicrobial resistance and drug discovery,[1]
MDG5227,Bio-Innovation & Entrepreneurship,[2]
MDG5229,Advanced Topics in Signal Transduction,[1]
MDG5230,Foundations and Methods in Bioethics: Part II,[2]
MDG5231,Topics in Biomedical and Behavioural Research Ethics,[1]
MDG5232,Case studies in the biotechnology industry,[2]
MDG5233,Current Topics in Drug Design and Development,[2]
MDG5234,Independent Study Module (CBmE),[1]
MDG5236,Pathways to Biomedical Innovation and Enterprise,[2]
MDG5237,Biomedical Innovation Capstone,[2]
MDG5238,Clinical Pharmacology and Pharmacotherapeutics I,[2]
MDG5239,Clinical Pharmacology and Pharmacotherapeutics II,[1]
MDG5241,Advanced Statistical Methods for Bioinformatics,[1]
MDG5243,Biology of Disease,[1]
MDG5245,Neuronal Signaling and  mechanisms of effective Learning,[1]
MDG5246,Infectious Diseases: Principles & Research Methods,[1]
MDG5247,Bio-Imaging: Advanced Tools and Applications,[1]
MDG5248,The Ethics of Biotechnology and Innovation,[1]
MDG5250,Foundations and Methods in Bioethics: Part I,[1]
MDG5771,Graduate Research Seminar,"[1, 2]"
ME1102,Engineering Principles and Practice I,[1]
ME2101E,Fundamentals of Mechanical Design,[2]
ME2102,Engineering Innovation and Modelling,"[1, 2]"
ME2104,Engineering Principles and Practice II,[2]
ME2112,Strength of Materials,"[1, 2]"
ME2114,Mechanics of Materials,[2]
ME2114E,Mechanics of Materials II,[2]
ME2115,Mechanics Of Machines,"[1, 2]"
ME2115E,Mechanics of Machines,[2]
ME2121,Engineering Thermodynamics and Heat Transfer,"[1, 2]"
ME2134,Fluid Mechanics I,"[1, 2]"
ME2135,Intermediate Fluid Mechanics,[2]
ME2135E,Fluid Mechanics II,[2]
ME2142,Feedback Control Systems,"[1, 2]"
ME2142E,Feedback Control Systems,[1]
ME2143E,Sensors and Actuators,[2]
ME2151E,Principles of Mechanical Eng. Materials,[1]
ME2162,Manufacturing Processes,"[1, 2]"
ME3000,Independent Study 1,"[1, 2, 3, 4]"
ME3001,Independent Study 2,"[1, 2, 3, 4]"
ME3103,Mechanical Systems Design,"[1, 2]"
ME3122,Heat Transfer,[1]
ME3122E,Heat Transfer,[2]
ME3163,Introduction to Cyber Physical Systems,[1]
ME3211,Mechanics Of Solids,[1]
ME3221,Sustainable EnergyConversion,[2]
ME3233E,Unsteady Flow in Fluid Systems,[2]
ME3241,Microprocessor Applications,[2]
ME3241E,Microprocessor Applications,[2]
ME3242,Automation,[1]
ME3242E,Automation,[1]
ME3243,Robotic System Design,[1]
ME3251E,Materials For Engineers,[2]
ME3252,Materials for Mechanical Engineering,[1]
ME3261,Computer-Aided Design And Manufacturing,[1]
ME3261E,Computer-Aided Design and Manufacturing,[1]
ME3263,Design For Manufacturing And Assembly,[1]
ME3273E,Understanding Experimental Data,[1]
ME3281,Microsystems Design And Applications,[2]
ME3291,Numerical Methods In Engineering,[2]
ME4101,Bachelor Of Engineering Dissertation,"[1, 2, 3, 4]"
ME4101A,Bachelor Of Engineering Dissertation,"[1, 2, 3, 4]"
ME4101B,Mechanical Systems Design,"[1, 2]"
ME4102,Standards in Mechanical Engineering,"[1, 2]"
ME4103,Mechanical Engineering and Society,"[1, 2]"
ME4105,Specialization Study Module,[1]
ME4212,Aircraft Structures,[2]
ME4223,Thermal Environmental Engineering,[1]
ME4223E,Thermal Environmental Engineering,[1]
ME4225,Applied Heat Transfer,[2]
ME4225E,Applied Heat Transfer,[2]
ME4226,Energy and Thermal Systems,[1]
ME4227,Internal Combustion Engines,[2]
ME4231,Aerodynamics,[2]
ME4232,Small Aircraft and Unmanned Aerial Vehicles,[2]
ME4233,Computational Methods In Fluid Mechanics,[1]
ME4241,"Aircraft Performance, Stability and Control",[1]
ME4242,Soft Robotics,[1]
ME4245,Robot Mechanics and Control,[1]
ME4245E,Robot Mechanics and Control,[1]
ME4248,Manufacturing Simulation and Data Communication,[1]
ME4252,Nanomaterials for Energy Engineering,[1]
ME4253,Biomaterials Engineering,[2]
ME4255,Materials Failure,[2]
ME4261,Tool Engineering,[2]
ME4261E,Tool Engineering,[2]
ME4262,Automation In Manufacturing,[2]
ME4262E,Automation in Manufacturing,[2]
ME4263,Fundamentals of Product Development,[3]
ME4291,Finite Element Analysis,[1]
ME5001,Mechanical Engineering Project,"[1, 2]"
ME5103,Plates and Shells,[2]
ME5106,Engineering Acoustics,[1]
ME5107,Vibration Theory and Applications,[2]
ME5204,Air Conditioning and Building Automation,[1]
ME5205,Energy Engineering,[2]
ME5207,Solar Energy Systems,[2]
ME5209,Energy Technologies and Systems,[1]
ME5300A,Special Project in Computation and Modelling I,"[1, 2]"
ME5300B,Special Project in Computation and Modelling II,"[1, 2]"
ME5302,Computational Fluid Mechanics,[2]
ME5304,Experimental Fluid Mechanics,[1]
ME5306,Compressible and High-Speed Flow,[1]
ME5309,Aircraft Engines and Rocket Propulsion,[2]
ME5311,Data-Driven Engineering and Machine Learning,[2]
ME5401,Linear Systems,[1]
ME5402,Advanced Robotics,[2]
ME5404,Neural Networks,[2]
ME5405,Machine Vision,"[1, 2]"
ME5405A,Machine Vision Fundamentals,[2]
ME5406,Deep Learning for Robotics,[2]
ME5409,Robot Dynamics and Control,[2]
ME5410,"Materials, Sensors, Actuators & Fabrication in Robotics",[2]
ME5412,Robotics for Healthcare,[2]
ME5413,Autonomous Mobile Robotics,[2]
ME5414,Optimization Techniques for Dynamic Systems,[2]
ME5415,Soft Robotics,[2]
ME5416,Mathematics for Robotics engineering,[2]
ME5418,Machine Learning in Robotics,[1]
ME5420,Advanced Robot Mechanics and Control,[2]
ME5506,Corrosion of Materials,[2]
ME5513,"Deformation, Fracture and Fatigue of Materials",[1]
ME5516,Emerging Energy Conversion and Storage Technologies,[2]
ME5517,Nature-inspired Materials and Design,[1]
ME5600A,Project in Advanced Manufacturing I,"[1, 2]"
ME5600B,Project in Advanced Manufacturing II,"[1, 2]"
ME5608,Additive and Non-Conventional Manufacturing Processes,[1]
ME5611,Sustainable Product Design & Manufacturing,[2]
ME5612,Computer Aided Product Development,[2]
ME5614A,Special Project in Additive Manufacturing,[2]
ME5615A,Design and Pre-Processing for Additive Manufacturing,[2]
ME5615B,Post-processing for Additive Manufacturing,[2]
ME5616,Material Processing of Cellular Solids,[1]
ME5666,Industrial Attachment,"[1, 2, 3, 4]"
ME5701,Mathematics for Engineering Research,[1]
ME5999,Graduate Seminars,"[1, 2]"
ME6108,Advances in Vibroacoustics,[1]
ME6205,Advanced Topics in Heat and Mass Transfer,[2]
ME6303,Advanced Fluid Dynamics,[1]
ME6401,Topics in Mechatronics 1,[1]
ME6504,Mechanical Failure Analysis: Learning from Examples,[2]
ME6505,Engineering Materials in Medicine,[1]
ME6509,Materials and Sustainability,[1]
ME6601,Research Topics in Manufacturing,[2]
ME6604,Modelling of Manufacturing Processes,[2]
ME6999,Doctoral Seminars,"[1, 2]"
MIC2000,Infection and Immunology,[2]
MKT1705A,Principles of Marketing,"[1, 2]"
MKT1705B,Principles of Marketing,"[1, 2]"
MKT1705C,Principles of Marketing,"[1, 2]"
MKT1705D,Principles of Marketing,"[1, 2]"
MKT1705E,Principles of Marketing,[1]
MKT1705X,Principles of Marketing,"[1, 2]"
MKT2711,Marketing Venture Challenge,[2]
MKT2711A,Marketing Venture Challenge,[1]
MKT2711B,Marketing Venture Challenge,[1]
MKT3401A,Marketing Strategy: Analysis and Practice,"[1, 2]"
MKT3401B,Marketing Strategy: Analysis and Practice,[2]
MKT3402,Consumer Behaviour,[2]
MKT3402A,Consumer Behaviour,[2]
MKT3402B,Consumer Behaviour,[2]
MKT3415,Digital Marketing,[2]
MKT3416,Business-to-Business Marketing,[2]
MKT3417,Customer Relationship Management,[2]
MKT3418,Product And Brand Management,[2]
MKT3420,Advertising & Promotion Management,[2]
MKT3422E,TIM: Marketing in Social Networks,[2]
MKT3428,Wealth Management Marketing,[2]
MKT3429,Independent Study in Marketing,[1]
MKT3513,Game Theory And Strategic Analysis,[2]
MKT3701A,Marketing Strategy: Analysis and Practice,"[1, 2]"
MKT3701B,Marketing Strategy: Analysis and Practice,"[1, 2]"
MKT3702,Consumer Behaviour,[2]
MKT3702A,Consumer Behaviour,"[1, 2]"
MKT3702B,Consumer Behaviour,"[1, 2]"
MKT3711,Services Marketing,[1]
MKT3714,Digital Marketing,[2]
MKT3714A,Digital Marketing,[1]
MKT3714B,Digital Marketing,[1]
MKT3715,Business-to-Business Marketing,"[1, 2]"
MKT3716,Customer Relationship Management,"[1, 2]"
MKT3717,Product & Brand Management,"[1, 2]"
MKT3718,Advertising & Promotion Management,"[1, 2]"
MKT3722,Research for Marketing Insights,[1]
MKT3751,Independent Study in Marketing,[1]
MKT3752,Indep Study in Mkting (2 MC),[1]
MKT3761D,TIM: Sustainability Marketing,[1]
MKT3761E,TIM: Marketing in Social Networks,[2]
MKT3812,Game Theory and Strategic Analysis,[2]
MKT4413,Pricing Strategy,[2]
MKT4415F,SIM: Growing and Marketing the Next On-Demand Unicorn,[2]
MKT4415G,SIM: Customer Analytics and Visualization,[2]
MKT4419,Advanced Independent Study in Marketing,[1]
MKT4420,Marketing Analytics,[2]
MKT4429,Advanced Independent Study in Marketing,[1]
MKT4719,Distribution Management: Channels and Platforms,[1]
MKT4720,Product Experience Management,[1]
MKT4721,Customer Analytics & Visualization,[1]
MKT4722,Personal Selling & Sales Management,[1]
MKT4751,Advanced Independent Study in Marketing,[1]
MKT4752,Advanced Independent Study in Marketing (2 MC),[1]
MKT4761A,SIM: Growing and Marketing the Next On-Demand Unicorn,[2]
MKT4761C,SIM: Media Strategy for a Digital Economy,[2]
MKT4761F,SIM: Disruption and Marketing,[1]
MKT4811,Pricing Strategy,"[1, 2]"
MKT4812,Marketing Analytics,"[1, 2]"
MLE1001B,Materials Science & Engineering Principles & Practice 1,[1]
MLE1010,Materials Engineering Principles & Practices,[1]
MLE2001A,Materials Science & Engineering Principles & Practice II,[2]
MLE2101,Introduction to Structure of Materials,[1]
MLE2102,Principles of Renewable Energy,[1]
MLE2103,Phase Transformation and Kinetics,[1]
MLE2104,Mechanical Properties of Materials,[2]
MLE2105,Electronic Properties of Materials,[2]
MLE2301,Introduction to Materials Science & Engineering,[1]
MLE3102,Degradation and Failure of Materials,"[1, 2]"
MLE3104,Polymeric and Composite Materials,"[1, 2]"
MLE3105,Dielectric and Magnetic Materials,[1]
MLE3111,Materials Properties & Processing Laboratory,"[1, 2]"
MLE3202,Materials for Biointerfaces,"[1, 2]"
MLE3203,Engineering Materials,"[1, 2]"
MLE4101,B.Eng. Dissertation,"[1, 2]"
MLE4101A,BEng Dissertation,"[1, 2]"
MLE4101R,Integrated B.ENG./B.SC. (Hons) Dissertation,[2]
MLE4102,Design Project,[1]
MLE4102A,Design Project,"[1, 2]"
MLE4201,Advanced Materials Characterisation,[1]
MLE4202,Selected Advanced Topics on Polymers,[2]
MLE4203,Polymeric Biomedical Materials,[1]
MLE4206,Current topics on Nanomaterials,[2]
MLE4207,Microfabrication Process and Technology,[2]
MLE4210,Materials for energy storage and conversion,[2]
MLE4212,Advanced Structural Materials,[1]
MLE4213,Innovation & Product Development for Material Engineers,[1]
MLE4219,Materials for Optics: from Quantum Light to Nanodevices,[1]
MLE4221,Emerging materials for renewable fuels and clean water,[1]
MLE4222,Electron transport in novel quantum materials,[2]
MLE5001,Basics of Structures & Properties of Materials,[1]
MLE5002,Materials Characterization,[2]
MLE5003,Materials Science &Engineering Project,"[1, 2]"
MLE5004,Innovation & Translation Research Project in MSE,"[1, 2]"
MLE5101,Thermodynamics for Sustainability,[1]
MLE5102,Mechanical Behaviours of Materials,[2]
MLE5104,Physical Properties of Materials,[1]
MLE5211,Nanomaterials,[2]
MLE5212,Energy Conversion & Storage,"[1, 2]"
MLE5214,Advances in Polymeric Materials,[2]
MLE5215,Atomistic Modelling of Molecules and Materials,[2]
MLE5216,Introduction to Microscopy for Material Research,[1]
MLE5221,Designing materials for renewable fuels and clean water,[1]
MLE5222,Nano and 2D materials for Energy applications,[2]
MLE5223,Rational Materials Design for Sustainability,[2]
MLE5224,Degradation of Materials,[2]
MLE5301,Metallic & Ceramic Materials in Additive Manufacturing,[2]
MLE5666,Industrial Attachment Module,"[1, 2]"
MLE5999,Graduate Seminars,"[1, 2]"
MLE6101,Thermodynamics and Kinetics of Materials,[1]
MLE6103,Structures of Materials,[1]
MLE6208,Practical Transmission Electron Microscopy,[2]
MLE6999,Doctoral Seminars,"[1, 2]"
MNO1706A,Organisational Behavior,"[1, 2]"
MNO1706B,Organisational Behavior,"[1, 2]"
MNO1706C,Organisational Behavior,"[1, 2]"
MNO1706D,Organisational Behavior,"[1, 2]"
MNO1706E,Organisational Behavior,"[1, 2]"
MNO1706F,Organisational Behavior,[1]
MNO1706G,Organisational Behavior,[1]
MNO1706H,Organisational Behavior,[1]
MNO1706X,Organisational Behavior,"[1, 2]"
MNO2705A,Leadership and Decision Making under Uncertainty,"[1, 2]"
MNO2705B,Leadership and Decision Making under Uncertainty,"[1, 2]"
MNO2705C,Leadership and Decision Making under Uncertainty,"[1, 2]"
MNO2705D,Leadership and Decision Making under Uncertainty,[1]
MNO2705E,Leadership and Decision Making under Uncertainty,[1]
MNO2705F,Leadership and Decision Making under Uncertainty,[1]
MNO2706,Business Communication for Leaders (ACC),"[1, 2]"
MNO3301,Organisational Behaviour,[2]
MNO3313J,TILHCM: Employee and Organizational Misbehaviours,[2]
MNO3322,Negotiations and Bargaining,[2]
MNO3323,Management of Employee Relations,[2]
MNO3329,Independent Study in Leadership & Human Capital Mgmt,[1]
MNO3331,Business with a Social Conscience,[2]
